=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN                                      --
├─Sequential: 1-1                        --
│    └─Conv2d: 2-1                       1,792
│    └─GroupNorm: 2-2                    128
│    └─ReLU: 2-3                         --
│    └─Conv2d: 2-4                       36,928
│    └─GroupNorm: 2-5                    128
│    └─ReLU: 2-6                         --
│    └─MaxPool2d: 2-7                    --
│    └─Conv2d: 2-8                       73,856
│    └─GroupNorm: 2-9                    256
│    └─ReLU: 2-10                        --
│    └─Conv2d: 2-11                      147,584
│    └─GroupNorm: 2-12                   256
│    └─ReLU: 2-13                        --
│    └─MaxPool2d: 2-14                   --
│    └─Conv2d: 2-15                      295,168
│    └─GroupNorm: 2-16                   512
│    └─ReLU: 2-17                        --
│    └─Conv2d: 2-18                      590,080
│    └─GroupNorm: 2-19                   512
│    └─ReLU: 2-20                        --
│    └─Conv2d: 2-21                      590,080
│    └─GroupNorm: 2-22                   512
│    └─ReLU: 2-23                        --
│    └─MaxPool2d: 2-24                   --
│    └─Conv2d: 2-25                      1,180,160
│    └─GroupNorm: 2-26                   1,024
│    └─ReLU: 2-27                        --
│    └─Conv2d: 2-28                      2,359,808
│    └─GroupNorm: 2-29                   1,024
│    └─ReLU: 2-30                        --
│    └─Conv2d: 2-31                      2,359,808
│    └─GroupNorm: 2-32                   1,024
│    └─ReLU: 2-33                        --
│    └─MaxPool2d: 2-34                   --
├─Sequential: 1-2                        --
│    └─Linear: 2-35                      8,392,704
│    └─ReLU: 2-36                        --
│    └─Dropout: 2-37                     --
│    └─Linear: 2-38                      16,781,312
│    └─ReLU: 2-39                        --
│    └─Dropout: 2-40                     --
│    └─Linear: 2-41                      4,097,000
│    └─ReLU: 2-42                        --
│    └─Dropout: 2-43                     --
│    └─Linear: 2-44                      14,014
=================================================================
Total params: 36,925,670
Trainable params: 36,925,670
Non-trainable params: 0
=================================================================
TRAINING - Epoch 0 Batch 0: loss 0.04925793036818504, f1 0.121,  prec 0.071, rec 0.418
TRAINING - Epoch 25 Batch 20: loss 0.0249060969799757, f1 0.181,  prec 0.714, rec 0.104
TRAINING - Epoch 25 Batch 30: loss 0.026216235011816025, f1 0.135,  prec 0.655, rec 0.075
TRAINING - Epoch 25 Batch 40: loss 0.028712086379528046, f1 0.14,  prec 0.75, rec 0.077
TRAINING - Epoch 25 Batch 50: loss 0.029342278838157654, f1 0.093,  prec 0.538, rec 0.051
VALIDATION - Epoch 25 Batch 0: loss 0.028218448162078857, f1 0.212, prec 0.53, rec 0.133
VALIDATION - Epoch 25 Batch 10: loss 0.02845403179526329, f1 0.21, prec 0.569, rec 0.128
VALIDATION - Epoch 25 Batch 20: loss 0.02809341438114643, f1 0.238, prec 0.714, rec 0.143
TRAINING - Epoch 26 Batch 0: loss 0.02672138437628746, f1 0.19,  prec 0.538, rec 0.115
TRAINING - Epoch 26 Batch 10: loss 0.027800297364592552, f1 0.037,  prec 0.5, rec 0.019
TRAINING - Epoch 26 Batch 20: loss 0.029055941849946976, f1 0.122,  prec 0.576, rec 0.068
TRAINING - Epoch 26 Batch 30: loss 0.02786984294652939, f1 0.223,  prec 0.545, rec 0.14
TRAINING - Epoch 26 Batch 40: loss 0.02868247777223587, f1 0.215,  prec 0.486, rec 0.138
TRAINING - Epoch 26 Batch 50: loss 0.02856789529323578, f1 0.102,  prec 0.517, rec 0.057
VALIDATION - Epoch 26 Batch 0: loss 0.02781505323946476, f1 0.194, prec 0.64, rec 0.114
VALIDATION - Epoch 26 Batch 10: loss 0.02972630225121975, f1 0.174, prec 0.56, rec 0.103
VALIDATION - Epoch 26 Batch 20: loss 0.027897270396351814, f1 0.18, prec 0.636, rec 0.105
TRAINING - Epoch 27 Batch 0: loss 0.030551651492714882, f1 0.194,  prec 0.579, rec 0.117
TRAINING - Epoch 27 Batch 10: loss 0.030102577060461044, f1 0.239,  prec 0.482, rec 0.159
TRAINING - Epoch 27 Batch 20: loss 0.028142761439085007, f1 0.196,  prec 0.571, rec 0.119
TRAINING - Epoch 27 Batch 30: loss 0.028877660632133484, f1 0.17,  prec 0.634, rec 0.098
TRAINING - Epoch 27 Batch 40: loss 0.02833445370197296, f1 0.192,  prec 0.612, rec 0.114
TRAINING - Epoch 27 Batch 50: loss 0.027866709977388382, f1 0.259,  prec 0.703, rec 0.158
VALIDATION - Epoch 27 Batch 0: loss 0.025898845866322517, f1 0.151, prec 0.688, rec 0.085
VALIDATION - Epoch 27 Batch 10: loss 0.027098823338747025, f1 0.111, prec 0.517, rec 0.062
VALIDATION - Epoch 27 Batch 20: loss 0.02828204818069935, f1 0.13, prec 0.594, rec 0.073
TRAINING - Epoch 28 Batch 0: loss 0.029061809182167053, f1 0.164,  prec 0.667, rec 0.094
TRAINING - Epoch 28 Batch 10: loss 0.02775668539106846, f1 0.193,  prec 0.6, rec 0.115
TRAINING - Epoch 28 Batch 20: loss 0.027798568829894066, f1 0.107,  prec 0.652, rec 0.058
TRAINING - Epoch 28 Batch 30: loss 0.02766312099993229, f1 0.218,  prec 0.493, rec 0.14
TRAINING - Epoch 28 Batch 40: loss 0.02924015000462532, f1 0.066,  prec 0.562, rec 0.035
TRAINING - Epoch 28 Batch 50: loss 0.02799193188548088, f1 0.27,  prec 0.548, rec 0.179
VALIDATION - Epoch 28 Batch 0: loss 0.027326200157403946, f1 0.323, prec 0.649, rec 0.215
VALIDATION - Epoch 28 Batch 10: loss 0.025793788954615593, f1 0.339, prec 0.622, rec 0.233
VALIDATION - Epoch 28 Batch 20: loss 0.027923304587602615, f1 0.26, prec 0.458, rec 0.181
TRAINING - Epoch 29 Batch 0: loss 0.028410043567419052, f1 0.264,  prec 0.484, rec 0.181
TRAINING - Epoch 29 Batch 10: loss 0.025787435472011566, f1 0.156,  prec 0.535, rec 0.091
TRAINING - Epoch 29 Batch 20: loss 0.025209570303559303, f1 0.093,  prec 0.545, rec 0.051
TRAINING - Epoch 29 Batch 30: loss 0.025680404156446457, f1 0.212,  prec 0.674, rec 0.126
TRAINING - Epoch 29 Batch 40: loss 0.028742477297782898, f1 0.174,  prec 0.7, rec 0.1
TRAINING - Epoch 29 Batch 50: loss 0.027490021660923958, f1 0.245,  prec 0.5, rec 0.163
VALIDATION - Epoch 29 Batch 0: loss 0.026435742154717445, f1 0.207, prec 0.537, rec 0.128
VALIDATION - Epoch 29 Batch 10: loss 0.028830384835600853, f1 0.214, prec 0.648, rec 0.128
VALIDATION - Epoch 29 Batch 20: loss 0.028987476602196693, f1 0.241, prec 0.597, rec 0.151
TRAINING - Epoch 30 Batch 0: loss 0.027742482721805573, f1 0.215,  prec 0.515, rec 0.135
TRAINING - Epoch 30 Batch 10: loss 0.02786616049706936, f1 0.234,  prec 0.458, rec 0.157
TRAINING - Epoch 30 Batch 20: loss 0.027450034394860268, f1 0.168,  prec 0.565, rec 0.098
TRAINING - Epoch 30 Batch 30: loss 0.026425307616591454, f1 0.209,  prec 0.696, rec 0.123
TRAINING - Epoch 30 Batch 40: loss 0.025392157956957817, f1 0.144,  prec 0.741, rec 0.08
TRAINING - Epoch 30 Batch 50: loss 0.02757461741566658, f1 0.25,  prec 0.539, rec 0.163
VALIDATION - Epoch 30 Batch 0: loss 0.026463991031050682, f1 0.148, prec 0.579, rec 0.085
VALIDATION - Epoch 30 Batch 10: loss 0.027805231511592865, f1 0.218, prec 0.655, rec 0.131
VALIDATION - Epoch 30 Batch 20: loss 0.028134316205978394, f1 0.116, prec 0.567, rec 0.065
TRAINING - Epoch 31 Batch 0: loss 0.025936629623174667, f1 0.17,  prec 0.706, rec 0.097
TRAINING - Epoch 31 Batch 10: loss 0.02855694480240345, f1 0.177,  prec 0.651, rec 0.103
TRAINING - Epoch 31 Batch 20: loss 0.025752848014235497, f1 0.132,  prec 0.562, rec 0.075
TRAINING - Epoch 31 Batch 30: loss 0.024533158168196678, f1 0.168,  prec 0.611, rec 0.097
TRAINING - Epoch 31 Batch 40: loss 0.02714705467224121, f1 0.251,  prec 0.627, rec 0.157
TRAINING - Epoch 31 Batch 50: loss 0.02660747803747654, f1 0.17,  prec 0.531, rec 0.101
VALIDATION - Epoch 31 Batch 0: loss 0.029916977509856224, f1 0.102, prec 0.6, rec 0.056
VALIDATION - Epoch 31 Batch 10: loss 0.026167413219809532, f1 0.103, prec 0.7, rec 0.056
VALIDATION - Epoch 31 Batch 20: loss 0.028902476653456688, f1 0.082, prec 0.706, rec 0.043
TRAINING - Epoch 32 Batch 0: loss 0.025988180190324783, f1 0.083,  prec 0.647, rec 0.044
TRAINING - Epoch 32 Batch 10: loss 0.02492188662290573, f1 0.177,  prec 0.641, rec 0.102
TRAINING - Epoch 32 Batch 20: loss 0.02542812190949917, f1 0.221,  prec 0.738, rec 0.13
TRAINING - Epoch 32 Batch 30: loss 0.026182683184742928, f1 0.252,  prec 0.548, rec 0.164
TRAINING - Epoch 32 Batch 40: loss 0.025410529226064682, f1 0.212,  prec 0.674, rec 0.126
TRAINING - Epoch 32 Batch 50: loss 0.02740621753036976, f1 0.16,  prec 0.46, rec 0.097
VALIDATION - Epoch 32 Batch 0: loss 0.028846900910139084, f1 0.057, prec 0.421, rec 0.03
VALIDATION - Epoch 32 Batch 10: loss 0.031074881553649902, f1 0.125, prec 0.677, rec 0.069
VALIDATION - Epoch 32 Batch 20: loss 0.030066724866628647, f1 0.148, prec 0.649, rec 0.084
TRAINING - Epoch 33 Batch 0: loss 0.024137822911143303, f1 0.192,  prec 0.543, rec 0.117
TRAINING - Epoch 33 Batch 10: loss 0.026613440364599228, f1 0.206,  prec 0.593, rec 0.125
TRAINING - Epoch 33 Batch 20: loss 0.027795251458883286, f1 0.273,  prec 0.6, rec 0.176
TRAINING - Epoch 33 Batch 30: loss 0.028164062649011612, f1 0.118,  prec 0.739, rec 0.064
TRAINING - Epoch 33 Batch 40: loss 0.02721095085144043, f1 0.315,  prec 0.514, rec 0.227
TRAINING - Epoch 33 Batch 50: loss 0.027705708518624306, f1 0.127,  prec 0.643, rec 0.071
VALIDATION - Epoch 33 Batch 0: loss 0.02482643537223339, f1 0.131, prec 0.548, rec 0.074
VALIDATION - Epoch 33 Batch 10: loss 0.029466604813933372, f1 0.148, prec 0.727, rec 0.082
VALIDATION - Epoch 33 Batch 20: loss 0.027708452194929123, f1 0.18, prec 0.771, rec 0.102
TRAINING - Epoch 34 Batch 0: loss 0.028608413413167, f1 0.166,  prec 0.75, rec 0.093
TRAINING - Epoch 34 Batch 10: loss 0.029186829924583435, f1 0.265,  prec 0.578, rec 0.172
TRAINING - Epoch 34 Batch 20: loss 0.026245038956403732, f1 0.2,  prec 0.492, rec 0.126
TRAINING - Epoch 34 Batch 30: loss 0.026586534455418587, f1 0.152,  prec 0.537, rec 0.089
TRAINING - Epoch 34 Batch 40: loss 0.025396516546607018, f1 0.272,  prec 0.634, rec 0.173
TRAINING - Epoch 34 Batch 50: loss 0.02403218112885952, f1 0.203,  prec 0.519, rec 0.126
VALIDATION - Epoch 34 Batch 0: loss 0.028747573494911194, f1 0.185, prec 0.714, rec 0.106
VALIDATION - Epoch 34 Batch 10: loss 0.025733018293976784, f1 0.21, prec 0.675, rec 0.124
VALIDATION - Epoch 34 Batch 20: loss 0.02777046151459217, f1 0.19, prec 0.69, rec 0.11
TRAINING - Epoch 35 Batch 0: loss 0.025293763726949692, f1 0.171,  prec 0.564, rec 0.101
TRAINING - Epoch 35 Batch 10: loss 0.02706066705286503, f1 0.248,  prec 0.614, rec 0.155
TRAINING - Epoch 35 Batch 20: loss 0.025401754304766655, f1 0.177,  prec 0.686, rec 0.102
TRAINING - Epoch 35 Batch 30: loss 0.02854089066386223, f1 0.185,  prec 0.545, rec 0.112
TRAINING - Epoch 35 Batch 40: loss 0.028183018788695335, f1 0.212,  prec 0.614, rec 0.128
TRAINING - Epoch 35 Batch 50: loss 0.028297295793890953, f1 0.161,  prec 0.65, rec 0.092
VALIDATION - Epoch 35 Batch 0: loss 0.02605145424604416, f1 0.125, prec 0.75, rec 0.068
VALIDATION - Epoch 35 Batch 10: loss 0.02651231735944748, f1 0.103, prec 0.619, rec 0.056
VALIDATION - Epoch 35 Batch 20: loss 0.02613767609000206, f1 0.132, prec 0.586, rec 0.075
TRAINING - Epoch 36 Batch 0: loss 0.02865677699446678, f1 0.146,  prec 0.647, rec 0.082
TRAINING - Epoch 36 Batch 10: loss 0.026981517672538757, f1 0.329,  prec 0.541, rec 0.236
TRAINING - Epoch 36 Batch 20: loss 0.028570720925927162, f1 0.146,  prec 0.676, rec 0.082
TRAINING - Epoch 36 Batch 30: loss 0.02678113803267479, f1 0.305,  prec 0.609, rec 0.204
TRAINING - Epoch 36 Batch 40: loss 0.026720043271780014, f1 0.243,  prec 0.684, rec 0.148
TRAINING - Epoch 36 Batch 50: loss 0.025943931192159653, f1 0.191,  prec 0.644, rec 0.112
VALIDATION - Epoch 36 Batch 0: loss 0.02762702666223049, f1 0.174, prec 0.667, rec 0.1
VALIDATION - Epoch 36 Batch 10: loss 0.027039214968681335, f1 0.235, prec 0.583, rec 0.147
VALIDATION - Epoch 36 Batch 20: loss 0.027739569544792175, f1 0.193, prec 0.612, rec 0.115
TRAINING - Epoch 37 Batch 0: loss 0.028217695653438568, f1 0.177,  prec 0.54, rec 0.106
TRAINING - Epoch 37 Batch 10: loss 0.027389463037252426, f1 0.257,  prec 0.714, rec 0.157
TRAINING - Epoch 37 Batch 20: loss 0.0297295693308115, f1 0.238,  prec 0.506, rec 0.155
TRAINING - Epoch 37 Batch 30: loss 0.02740347571671009, f1 0.193,  prec 0.588, rec 0.115
TRAINING - Epoch 37 Batch 40: loss 0.025300180539488792, f1 0.209,  prec 0.627, rec 0.125
TRAINING - Epoch 37 Batch 50: loss 0.029962923377752304, f1 0.104,  prec 0.63, rec 0.056
VALIDATION - Epoch 37 Batch 0: loss 0.028153186663985252, f1 0.144, prec 0.92, rec 0.078
VALIDATION - Epoch 37 Batch 10: loss 0.02701534703373909, f1 0.162, prec 0.615, rec 0.093
VALIDATION - Epoch 37 Batch 20: loss 0.026028016582131386, f1 0.179, prec 0.667, rec 0.103
TRAINING - Epoch 38 Batch 0: loss 0.02832256630063057, f1 0.18,  prec 0.58, rec 0.107
TRAINING - Epoch 38 Batch 10: loss 0.02914450317621231, f1 0.015,  prec 0.4, rec 0.008
TRAINING - Epoch 38 Batch 20: loss 0.02482067421078682, f1 0.185,  prec 0.595, rec 0.109
TRAINING - Epoch 38 Batch 30: loss 0.025099189952015877, f1 0.27,  prec 0.609, rec 0.173
TRAINING - Epoch 38 Batch 40: loss 0.025570940226316452, f1 0.205,  prec 0.732, rec 0.119
TRAINING - Epoch 38 Batch 50: loss 0.027051802724599838, f1 0.258,  prec 0.656, rec 0.16
VALIDATION - Epoch 38 Batch 0: loss 0.027247682213783264, f1 0.066, prec 0.75, rec 0.035
VALIDATION - Epoch 38 Batch 10: loss 0.026959579437971115, f1 0.032, prec 0.5, rec 0.016
VALIDATION - Epoch 38 Batch 20: loss 0.030515097081661224, f1 0.014, prec 0.5, rec 0.007
TRAINING - Epoch 39 Batch 0: loss 0.026791710406541824, f1 0.094,  prec 0.929, rec 0.05
TRAINING - Epoch 39 Batch 10: loss 0.02580038271844387, f1 0.173,  prec 0.619, rec 0.101
TRAINING - Epoch 39 Batch 20: loss 0.02516443096101284, f1 0.248,  prec 0.593, rec 0.157
TRAINING - Epoch 39 Batch 30: loss 0.028536200523376465, f1 0.22,  prec 0.745, rec 0.129
TRAINING - Epoch 39 Batch 40: loss 0.026099810376763344, f1 0.199,  prec 0.625, rec 0.119
TRAINING - Epoch 39 Batch 50: loss 0.027947982773184776, f1 0.148,  prec 0.629, rec 0.084
VALIDATION - Epoch 39 Batch 0: loss 0.0304863378405571, f1 0.191, prec 0.729, rec 0.11
VALIDATION - Epoch 39 Batch 10: loss 0.028222935274243355, f1 0.174, prec 0.659, rec 0.1
VALIDATION - Epoch 39 Batch 20: loss 0.02605384774506092, f1 0.157, prec 0.636, rec 0.089
TRAINING - Epoch 40 Batch 0: loss 0.02773299440741539, f1 0.202,  prec 0.667, rec 0.119
TRAINING - Epoch 40 Batch 10: loss 0.028497066348791122, f1 0.249,  prec 0.667, rec 0.153
TRAINING - Epoch 40 Batch 20: loss 0.026226969435811043, f1 0.269,  prec 0.484, rec 0.186
TRAINING - Epoch 40 Batch 30: loss 0.030217669904232025, f1 0.125,  prec 0.426, rec 0.074
TRAINING - Epoch 40 Batch 40: loss 0.025514671579003334, f1 0.241,  prec 0.551, rec 0.154
TRAINING - Epoch 40 Batch 50: loss 0.02499922178685665, f1 0.162,  prec 0.677, rec 0.092
VALIDATION - Epoch 40 Batch 0: loss 0.02873912826180458, f1 0.141, prec 0.579, rec 0.081
VALIDATION - Epoch 40 Batch 10: loss 0.027480075135827065, f1 0.147, prec 0.611, rec 0.083
VALIDATION - Epoch 40 Batch 20: loss 0.028661206364631653, f1 0.152, prec 0.686, rec 0.086
TRAINING - Epoch 41 Batch 0: loss 0.027919478714466095, f1 0.141,  prec 0.618, rec 0.08
TRAINING - Epoch 41 Batch 10: loss 0.02611130103468895, f1 0.163,  prec 0.543, rec 0.096
TRAINING - Epoch 41 Batch 20: loss 0.026902243494987488, f1 0.257,  prec 0.533, rec 0.169
TRAINING - Epoch 41 Batch 30: loss 0.0281890407204628, f1 0.231,  prec 0.615, rec 0.142
TRAINING - Epoch 41 Batch 40: loss 0.028251180425286293, f1 0.172,  prec 0.556, rec 0.102
TRAINING - Epoch 41 Batch 50: loss 0.029477201402187347, f1 0.216,  prec 0.551, rec 0.134
VALIDATION - Epoch 41 Batch 0: loss 0.024589937180280685, f1 0.23, prec 0.517, rec 0.148
VALIDATION - Epoch 41 Batch 10: loss 0.0258584413677454, f1 0.204, prec 0.5, rec 0.128
VALIDATION - Epoch 41 Batch 20: loss 0.026970362290740013, f1 0.241, prec 0.629, rec 0.149
TRAINING - Epoch 42 Batch 0: loss 0.02459905855357647, f1 0.262,  prec 0.6, rec 0.167
TRAINING - Epoch 42 Batch 10: loss 0.02690618857741356, f1 0.232,  prec 0.493, rec 0.152
TRAINING - Epoch 42 Batch 20: loss 0.026698144152760506, f1 0.211,  prec 0.68, rec 0.125
TRAINING - Epoch 42 Batch 30: loss 0.025614658370614052, f1 0.217,  prec 0.64, rec 0.131
TRAINING - Epoch 42 Batch 40: loss 0.02504255808889866, f1 0.243,  prec 0.578, rec 0.154
TRAINING - Epoch 42 Batch 50: loss 0.026715150102972984, f1 0.154,  prec 0.75, rec 0.086
VALIDATION - Epoch 42 Batch 0: loss 0.02692318893969059, f1 0.284, prec 0.636, rec 0.183
VALIDATION - Epoch 42 Batch 10: loss 0.02766341157257557, f1 0.272, prec 0.645, rec 0.173
VALIDATION - Epoch 42 Batch 20: loss 0.02587784081697464, f1 0.306, prec 0.631, rec 0.202
TRAINING - Epoch 43 Batch 0: loss 0.026215363293886185, f1 0.32,  prec 0.59, rec 0.219
TRAINING - Epoch 43 Batch 10: loss 0.025833262130618095, f1 0.222,  prec 0.667, rec 0.133
TRAINING - Epoch 43 Batch 20: loss 0.028644200414419174, f1 0.123,  prec 0.633, rec 0.068
TRAINING - Epoch 43 Batch 30: loss 0.026507612317800522, f1 0.129,  prec 0.486, rec 0.074
TRAINING - Epoch 43 Batch 40: loss 0.025981130078434944, f1 0.305,  prec 0.455, rec 0.23
TRAINING - Epoch 43 Batch 50: loss 0.027827681973576546, f1 0.163,  prec 0.714, rec 0.092
VALIDATION - Epoch 43 Batch 0: loss 0.02694346010684967, f1 0.233, prec 0.535, rec 0.149
VALIDATION - Epoch 43 Batch 10: loss 0.026183193549513817, f1 0.281, prec 0.623, rec 0.181
VALIDATION - Epoch 43 Batch 20: loss 0.02511904202401638, f1 0.298, prec 0.548, rec 0.205
TRAINING - Epoch 44 Batch 0: loss 0.02726876735687256, f1 0.323,  prec 0.622, rec 0.218
TRAINING - Epoch 44 Batch 10: loss 0.025682812556624413, f1 0.263,  prec 0.538, rec 0.174
TRAINING - Epoch 44 Batch 20: loss 0.025325341150164604, f1 0.224,  prec 0.667, rec 0.134
TRAINING - Epoch 44 Batch 30: loss 0.02618398889899254, f1 0.29,  prec 0.731, rec 0.181
TRAINING - Epoch 44 Batch 40: loss 0.02518514357507229, f1 0.141,  prec 0.818, rec 0.077
TRAINING - Epoch 44 Batch 50: loss 0.02656601555645466, f1 0.237,  prec 0.587, rec 0.149
VALIDATION - Epoch 44 Batch 0: loss 0.029632454738020897, f1 0.096, prec 0.714, rec 0.051
VALIDATION - Epoch 44 Batch 10: loss 0.025965265929698944, f1 0.128, prec 0.75, rec 0.07
VALIDATION - Epoch 44 Batch 20: loss 0.024387525394558907, f1 0.121, prec 0.682, rec 0.067
TRAINING - Epoch 45 Batch 0: loss 0.027577392756938934, f1 0.14,  prec 0.645, rec 0.078
TRAINING - Epoch 45 Batch 10: loss 0.026040997356176376, f1 0.273,  prec 0.671, rec 0.172
TRAINING - Epoch 45 Batch 20: loss 0.029592979699373245, f1 0.295,  prec 0.611, rec 0.194
TRAINING - Epoch 45 Batch 30: loss 0.026632798835635185, f1 0.207,  prec 0.689, rec 0.122
TRAINING - Epoch 45 Batch 40: loss 0.02786354348063469, f1 0.131,  prec 0.645, rec 0.073
TRAINING - Epoch 45 Batch 50: loss 0.025595707818865776, f1 0.238,  prec 0.607, rec 0.148
VALIDATION - Epoch 45 Batch 0: loss 0.030289851129055023, f1 0.201, prec 0.642, rec 0.119
VALIDATION - Epoch 45 Batch 10: loss 0.0262118112295866, f1 0.209, prec 0.627, rec 0.125
VALIDATION - Epoch 45 Batch 20: loss 0.026526035740971565, f1 0.206, prec 0.711, rec 0.121
TRAINING - Epoch 46 Batch 0: loss 0.02744332328438759, f1 0.185,  prec 0.536, rec 0.112
TRAINING - Epoch 46 Batch 10: loss 0.027416273951530457, f1 0.231,  prec 0.512, rec 0.149
TRAINING - Epoch 46 Batch 20: loss 0.027454381808638573, f1 0.204,  prec 0.78, rec 0.117
TRAINING - Epoch 46 Batch 30: loss 0.028044961392879486, f1 0.265,  prec 0.662, rec 0.165
TRAINING - Epoch 46 Batch 40: loss 0.026733243837952614, f1 0.19,  prec 0.58, rec 0.114
TRAINING - Epoch 46 Batch 50: loss 0.02981555461883545, f1 0.059,  prec 0.75, rec 0.031
VALIDATION - Epoch 46 Batch 0: loss 0.02673833817243576, f1 0.178, prec 0.8, rec 0.1
VALIDATION - Epoch 46 Batch 10: loss 0.031637098640203476, f1 0.145, prec 0.788, rec 0.08
VALIDATION - Epoch 46 Batch 20: loss 0.025768814608454704, f1 0.173, prec 0.622, rec 0.1
TRAINING - Epoch 47 Batch 0: loss 0.025641407817602158, f1 0.169,  prec 0.676, rec 0.097
TRAINING - Epoch 47 Batch 10: loss 0.028493588790297508, f1 0.257,  prec 0.647, rec 0.161
TRAINING - Epoch 47 Batch 20: loss 0.028958911076188087, f1 0.218,  prec 0.488, rec 0.14
TRAINING - Epoch 47 Batch 30: loss 0.026663610711693764, f1 0.236,  prec 0.625, rec 0.145
TRAINING - Epoch 47 Batch 40: loss 0.027033578604459763, f1 0.366,  prec 0.514, rec 0.284
TRAINING - Epoch 47 Batch 50: loss 0.02821759134531021, f1 0.229,  prec 0.627, rec 0.14
VALIDATION - Epoch 47 Batch 0: loss 0.02923506498336792, f1 0.127, prec 0.864, rec 0.069
VALIDATION - Epoch 47 Batch 10: loss 0.02607249841094017, f1 0.097, prec 0.684, rec 0.052
VALIDATION - Epoch 47 Batch 20: loss 0.025044161826372147, f1 0.109, prec 0.737, rec 0.059
TRAINING - Epoch 48 Batch 0: loss 0.02243177965283394, f1 0.115,  prec 0.765, rec 0.062
TRAINING - Epoch 48 Batch 10: loss 0.02545442059636116, f1 0.264,  prec 0.714, rec 0.162
TRAINING - Epoch 48 Batch 20: loss 0.02703789807856083, f1 0.15,  prec 0.583, rec 0.086
TRAINING - Epoch 48 Batch 30: loss 0.027128655463457108, f1 0.131,  prec 0.452, rec 0.077
TRAINING - Epoch 48 Batch 40: loss 0.02644587866961956, f1 0.235,  prec 0.632, rec 0.144
TRAINING - Epoch 48 Batch 50: loss 0.02922068163752556, f1 0.245,  prec 0.548, rec 0.158
VALIDATION - Epoch 48 Batch 0: loss 0.02748855948448181, f1 0.161, prec 0.758, rec 0.09
VALIDATION - Epoch 48 Batch 10: loss 0.02574223466217518, f1 0.125, prec 0.727, rec 0.069
VALIDATION - Epoch 48 Batch 20: loss 0.02787243016064167, f1 0.173, prec 0.781, rec 0.097
TRAINING - Epoch 49 Batch 0: loss 0.026765797287225723, f1 0.144,  prec 0.778, rec 0.08
TRAINING - Epoch 49 Batch 10: loss 0.027391590178012848, f1 0.374,  prec 0.518, rec 0.292
TRAINING - Epoch 49 Batch 20: loss 0.025231460109353065, f1 0.188,  prec 0.628, rec 0.111
TRAINING - Epoch 49 Batch 30: loss 0.02542824111878872, f1 0.328,  prec 0.559, rec 0.232
TRAINING - Epoch 49 Batch 40: loss 0.027024930343031883, f1 0.206,  prec 0.681, rec 0.121
TRAINING - Epoch 49 Batch 50: loss 0.027170401066541672, f1 0.289,  prec 0.649, rec 0.186
VALIDATION - Epoch 49 Batch 0: loss 0.02813808061182499, f1 0.141, prec 0.553, rec 0.081
VALIDATION - Epoch 49 Batch 10: loss 0.029438616707921028, f1 0.206, prec 0.706, rec 0.121
VALIDATION - Epoch 49 Batch 20: loss 0.02715536393225193, f1 0.162, prec 0.857, rec 0.09
TRAINING - Epoch 50 Batch 0: loss 0.02630034275352955, f1 0.173,  prec 0.574, rec 0.102
TRAINING - Epoch 50 Batch 10: loss 0.024288801476359367, f1 0.268,  prec 0.635, rec 0.169
TRAINING - Epoch 50 Batch 20: loss 0.02657889761030674, f1 0.303,  prec 0.63, rec 0.199
TRAINING - Epoch 50 Batch 30: loss 0.026031427085399628, f1 0.269,  prec 0.582, rec 0.175
TRAINING - Epoch 50 Batch 40: loss 0.02704307809472084, f1 0.359,  prec 0.637, rec 0.25
TRAINING - Epoch 50 Batch 50: loss 0.026245074346661568, f1 0.275,  prec 0.652, rec 0.174
VALIDATION - Epoch 50 Batch 0: loss 0.027720261365175247, f1 0.262, prec 0.7, rec 0.162
VALIDATION - Epoch 50 Batch 10: loss 0.02507084794342518, f1 0.298, prec 0.59, rec 0.199
VALIDATION - Epoch 50 Batch 20: loss 0.026258083060383797, f1 0.241, prec 0.557, rec 0.154
TRAINING - Epoch 51 Batch 0: loss 0.027456184849143028, f1 0.338,  prec 0.656, rec 0.227
TRAINING - Epoch 51 Batch 10: loss 0.025128057226538658, f1 0.188,  prec 0.765, rec 0.107
TRAINING - Epoch 51 Batch 20: loss 0.025718804448843002, f1 0.288,  prec 0.649, rec 0.185
TRAINING - Epoch 51 Batch 30: loss 0.02884761616587639, f1 0.192,  prec 0.821, rec 0.109
TRAINING - Epoch 51 Batch 40: loss 0.02662639692425728, f1 0.288,  prec 0.671, rec 0.184
TRAINING - Epoch 51 Batch 50: loss 0.026669014245271683, f1 0.295,  prec 0.505, rec 0.208
VALIDATION - Epoch 51 Batch 0: loss 0.02620593272149563, f1 0.239, prec 0.74, rec 0.142
VALIDATION - Epoch 51 Batch 10: loss 0.024706395342946053, f1 0.197, prec 0.509, rec 0.122
VALIDATION - Epoch 51 Batch 20: loss 0.027663812041282654, f1 0.214, prec 0.692, rec 0.127
TRAINING - Epoch 52 Batch 0: loss 0.025492018088698387, f1 0.271,  prec 0.553, rec 0.179
TRAINING - Epoch 52 Batch 10: loss 0.027121582999825478, f1 0.145,  prec 0.769, rec 0.08
TRAINING - Epoch 52 Batch 20: loss 0.025982584804296494, f1 0.426,  prec 0.563, rec 0.342
TRAINING - Epoch 52 Batch 30: loss 0.023761488497257233, f1 0.241,  prec 0.854, rec 0.14
